program,faculty,campus,duration,eng_taught,type,url
Bachelor of Economics,University of Sydney Business School,主校区,3,TRUE,单学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics.html
Bachelor of Liberal Arts and Science,Faculty of Arts and Social Sciences+Faculty of Science,主校区,3,TRUE,交叉学科（单学位）,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-liberal-arts-and-science0.html
Bachelor of Project Management,Faculty of Engineering,主校区,3,TRUE,交叉学科（单学位）,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-project-management0.html
Bachelor of Science (Advanced),Faculty of Science,主校区,3,TRUE,单学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-advanced.html
Bachelor of Liberal Arts and Science (Advanced),Faculty of Arts and Social Sciences+Faculty of Science,主校区,3,TRUE,交叉学科（单学位）,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-liberal-arts-and-science-advanced.html
Bachelor of Agricultural Science,Faculty of Science,主校区+Camden Campus (Plant Breeding Institute),3,TRUE,单学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-agricultural-science.html
"Bachelor of Wildlife Conservation (Taronga)",Faculty of Science,主校区+Taronga Conservation Society of Australia,3,TRUE,交叉学科（单学位）,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-wildlife-conservation-taronga.html
"Bachelor of Design in Architecture","Sydney School of Architecture, Design and Planning",主校区,3,TRUE,单学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-in-architecture.html
Bachelor of Science and Bachelor of Advanced Studies (Dalyell Scholars),Faculty of Science,主校区,4,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-bachelor-of-advanced-studies-dalyell-scholars.html
Bachelor of Science (Health) and Master of Nursing,Faculty of Medicine and Health,主校区,4,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-health-and-master-of-nursing.html
Bachelor of Arts and Master of Nursing,Faculty of Medicine and Health,主校区,4,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-master-of-nursing.html
Bachelor of Science and Master of Nursing,Faculty of Medicine and Health,主校区,4,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-master-of-nursing.html
Bachelor of Music,Sydney Conservatorium of Music,主校区+Sydney Conservatorium of Music,4,TRUE,单学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-music.html
Bachelor of Commerce and Bachelor of Advanced Studies (Dalyell Scholars),"University of Sydney Business School",主校区,4,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-commerce-and-bachelor-of-advanced-studies-dalyell-scholars.html
